Rank,Name,Genre,ESRB_Rating,Platform,Developer,Publisher,Critic_Score,User_Score,Year
2114,Mario Party: Star Rush,Role-Playing,M,X360,Electronic Arts Casual Studios,Electronic Arts,8,7.8,2011
2115,Triple Play 2002,Action,T,XB,System 3 Software,Activision,7.7,7.5,2004
2116,Vagrant Story,Simulation,E,PC,Psikyo,Focus Home Interactive,8,5.4,2016
2117,Warriors Orochi,Shooter,M,X360,Deep Fried Entertainment,Microsoft Game Studios,7.5,3.4,2010
2118,Ghostbusters: The Video Game,Platform,E10,NS,FDI,Activision,6,8.7,2018
2119,Wizards of Waverly Place,Strategy,E10,DS,Warashi,PopCap Games,8.1,9.6,2011
2120,Enduro,Action,T,PS2,Beep Industries,Activision,8,9.8,2007
2121,Endless Ocean: Blue World,Action,E10,PS4,I-Imagine,Warner Bros. Interactive Entertainment,8,7.8,2017
2122,SingStar '90s,Action-Adventure,E10,X360,SFB Games,Disney Interactive Studios,8,8,2014
2123,Dead Rising 4,Action,M,PS3,Double Tap,Konami,8.1,7.4,2010
2124,Wii Fit U,Misc,T,PS2,BIP Games,RedOctane,8,9.8,2007
2125,Lost Castle,Misc,T,PS2,Experience Inc.,MTV Games,8.1,7.8,2007
2126,Tales of the Abyss,Action,M,XB,Sproing Interactive Media GMBH,Ubisoft,9.4,8,2005
2127,Lemmings,Role-Playing,E,PS,Game Arts / Japan Art Media (JAM),Sony Computer Entertainment,8,8,1995
2128,Beijing 2008,Platform,E,NES,Midway Studios Newcastle,Nintendo,8,8,1986
2129,Rocky,Role-Playing,E10,3DS,Novotrade International,Nintendo,6.9,7.4,2014
2130,BioShock: The Collection,Sports,E,GEN,KMM Games,Acclaim Entertainment,8,9.8,1995
2131,Ford Racing,Racing,E,PS2,Black Box Games,Sega,8,7.8,2006
2132,Rise of Nations,Action-Adventure,T,WiiU,Marvelous / Imageepoch,Nintendo,8.4,7.8,2016
2133,Plants vs. Zombies: Garden Warfare 2,Action-Adventure,M,XOne,Cyanide,2K Games,6.8,3.4,2016
2134,Madden Football 64,Action,M,X360,Toka,Rockstar Games,10,6.5,2010
2135,Magicka 2,Action,M,PS3,Brain in a Jar,Konami Digital Entertainment,8,8.7,2011
2136,MLB 99,Fighting,T,PS4,WitchCraft,Electronic Arts,8,9.6,2014
2137,Bayonetta 2,Sports,E,X360,Zeroscale,EA Sports,7.5,9.8,2012
2138,Gold's Gym: Dance Workout,Puzzle,E10,PSP,Space Boat Studios,Ubisoft,9.1,7.8,2005
2139,Dynasty Warriors 4: Xtreme Legends,Music,E10,Wii,Agharta Studio,Ubisoft,8,8,2015
2140,Pictionary,Strategy,T,PC,MindSpan,Unknown,8.5,7.4,2011
2141,HuniePop,Action,E,DS,Alda Games,LucasArts,6.3,9.8,2011
2142,Tomb Raider: Anniversary,Shooter,E,2600,Moss,Activision,8,7.8,1982
2143,Army Men: Air Attack,Platform,E,2600,Pixelogic,Atari,8,7.5,1983
2144,NBA 2K8,Puzzle,E,PC,Kite Games,Unknown,8,5.4,1983
2145,Until Dawn: Rush of Blood,Sports,E,PS,Sean Han Tani,EA Sports,8,3.4,1997
2146,Ninja Gaiden Sigma 2,Racing,E10,Wii,ThinkOfGames,Electronic Arts,8,8.7,2007
2147,Street Fighter Alpha 2,Role-Playing,E,PS,"Telegames, Inc.",Square,8,9.6,1997
2148,Disney Infinity 3.0,Role-Playing,E10,DS,Rainbow Games,Square Enix,9.2,9.8,2008
2149,Dragon Ball Z: Burst Limit,Role-Playing,E,SNES,Frogmind,Enix,8,7.8,1993
2150,Castlevania III: Dracula's Curse,Racing,E,N64,RFX Interactive,Nintendo,8.5,8,1998
2151,Rampage World Tour,Role-Playing,E,NES,ART Co.,Bandai,8,7.4,1989
2152,The Legendary Starfy,Role-Playing,M,PC,Fabio Ferrara,Warhorse Studios,8,9.8,2018
2153,Red Orchestra: Ostfront 41-45,Role-Playing,E10,PS4,369 Interactive,Square Enix,8,7.8,2017
2154,Burnout Legends,Puzzle,E,NES,Harvester Games,Broderbund,8,8,1987
2155,NFL GameDay,Shooter,T,GC,Terri Vellmann,Nintendo,9.2,8,2004
2156,Town of Salem,Action,M,PS3,Lighthouse Games Studio,Tecmo,8.8,8,2007
2157,Burnout 2: Point of Impact,Platform,E,NES,Mistwalker Corporation / Racjin,Nintendo,8,8,1986
2158,The House of the Dead: Overkill,Role-Playing,E,SNES,Brogames,Square,8,8,1993
2159,Street Fighter EX3,Strategy,T,PC,Visual Sciences Ltd.,Blizzard Entertainment,8.9,7.4,2013
2160,Darksiders II,Misc,E,DS,Pipeworks Software Inc.,Sega,8,9.8,2006
2161,Xenoblade Chronicles X,Role-Playing,E,GB,Funatics Software,Square,6,7.8,1990
2162,SUPERHOT,Puzzle,E,GBA,CtrlMovie,Nintendo,8,7.8,2003
2163,Petz Dogz Fashion,Strategy,E,GB,Team Indev,Konami,8,3.4,1999
2164,ATV Quad Power Racing 2,Shooter,M,PC,Bedlam Games,THQ,7.7,6.5,2011
2165,ZombiU,Racing,E,X360,Ecole,Sega,4.9,8.7,2010
2166,Rocket Power: Team Rocket Rescue,Sports,E,NS,Hit Maker,EA Sports,5.8,9.6,2017
2167,Madden NFL 09 All-Play,Racing,E,PS3,ZackBellGames,Codemasters,8.6,9.8,2008
2168,Big Mutha Truckers,Sports,E,PS2,ToeJam & Earl Productions,EA Sports,8,7.8,2001
2169,Harry Potter and the Order of the Phoenix,Misc,T,PS2,Razorback Developments,Sony Computer Entertainment,8,8,2008
2170,Rogue Galaxy,Misc,E10,PS2,Little Green Men Games,Sony Computer Entertainment,8,7.4,2006
2171,Street Fighter X Tekken,Role-Playing,T,GC,Digitial Creations,Namco,8.5,9.8,2004
2172,MLB 13: The Show,Simulation,E,PC,Neverland,Focus Home Interactive,8,7.8,2014
2173,ESPN College Hoops 2K5,Simulation,E,DS,Artificial Studios,Ubisoft,8,7.5,2007
2174,Blazing Angels: Squadrons of WWII,Misc,E,PS3,Empire Oxford,Activision,8,5.4,2013
2175,Metroid: Zero Mission,Shooter,M,PC,Milkstone Studios S.L.,Warner Bros. Interactive,7.5,3.4,2011
2176,Q*bert,Shooter,T,X360,The Neverhood,Electronic Arts,8,8.7,2007
2177,Dead Cells,Role-Playing,E,PS,Iceflake Studios,Sony Computer Entertainment,8.2,9.6,1999
2178,DJ Hero 2,Misc,T,PS3,Rob Howland,Activision,8.8,9.8,2009
2179,Ace Combat 3: Electrosphere,Misc,T,X360,Batterystaple Games,Activision,8.4,7.8,2009
2180,Time Crisis 4,Role-Playing,T,PSP,Naarassusi Game,Sony Online Entertainment,6.5,8,2005
2181,Dynasty Warriors 2,Role-Playing,E,GBA,"HotGen, Ltd.",Atari,7.6,7.4,2003
2182,Need for Speed: Nitro,Misc,E,PS3,O Games,Square Enix,8,9.8,2014
2183,Stranglehold,Shooter,E10,Wii,CyberConnect2 / Cavia Inc.,Electronic Arts,8,7.8,2008
2184,Tiger Woods PGA Tour 11,Action,E10,PS3,NMS Software,Disney Interactive Studios,7.5,8,2010
2185,Lizzie McGuire 2: Lizzie Diaries,Fighting,T,PS3,Shadow Planet Productions,THQ,8,8,2010
2186,FIFA Soccer World Championship,Simulation,E,PS,Giorgi Abelashvili,Konami,8,8,1998
2187,Brute Force,Sports,E,DC,Comcept,Sega,9.6,8,2000
2188,Yu-Gi-Oh! Dark Duel Stories,Platform,E,SNES,Northway Games,Capcom,8,8,1991
2189,The Game of Life,Simulation,E,DS,Rubycone Games,Namco Bandai,8,8,2006
2190,Dance Central 3,Sports,E,XB,Igrodelsky,EA Sports,8,8,2003
2191,Mega Man Legends,Shooter,M,PC,Aterdux Entertainment,City Interactive,8,7.4,2013
2192,Sly 3: Honor Among Thieves,Action,T,X360,Daito,Rockstar Games,8.1,9.8,2008
2193,Dragon Ball: Raging Blast 2,Action,T,PSP,Butterscotch Shenanigans,LucasArts,7.1,7.8,2008
2194,Twisted Metal (2012),Action,M,PS2,Eidos Interactive,Electronic Arts,8,7.8,2006
2195,MLB SlugFest 20-03,Adventure,M,PS4,DoubleBear Productions,Sega,8,3.4,2014
2196,Assetto Corsa,Shooter,T,PS2,BrezzaSoft,LucasArts,8,6.5,2002
2197,Sid Meier's Civilization Revolution,Simulation,E,DS,Uppercut Games,Ubisoft,8,8.7,2008
2198,MediEvil,Misc,E10,PSP,O3 Entertainment,Namco,7.9,9.6,2005
2199,Casper,Misc,E,PC,Animation Arts,Unknown,8.5,9.8,2011
2200,Harvest Moon: Tree of Tranquility,Sports,T,X360,Love Conquers All Games,Electronic Arts,8.2,7.8,2009
2201,Tony Hawk's Underground 2 Remix,Sports,E,PS,Guildford Studio,Midway Games,8,8,1999
2202,Karaoke Revolution Glee,Racing,E,PS2,WorkJam,EA Sports,8,7.4,2003
2203,I Spy: Fun House,Platform,E,PS2,KHB-Soft,THQ,8,9.8,2002
2204,The Price is Right,Action,M,PS3,The Method,Electronic Arts,7.3,7.8,2010
2205,Clu Clu Land,Sports,E,PS2,Big Head Games,Agetec,8,7.5,2002
2206,Killer Instinct Gold,Fighting,T,PS3,Mineloader Software,Sega,8.7,5.4,2007
2207,Amped: Freestyle Snowboarding,Sports,E,PS3,Endless Loop Studios,Konami Digital Entertainment,8.3,3.4,2013
2208,MediEvil: Resurrection,Platform,E,2600,PowPow,Atari,8,8.7,1983
2209,Custer's Revenge,Platform,T,PSP,Halycon Media GmbH & Co. KG,Electronic Arts,6,9.6,2007
2210,Rocket Power: Beach Bandits,Shooter,T,PS2,Plukit,Ubisoft,8,9.8,2004
2211,Patapon,Platform,E,NES,Walter Machado,Capcom,8,7.8,1990
2212,The Crew 2,Shooter,T,DS,Probe,Nintendo,8.4,8,2006
2213,Pro Evolution Soccer 2016,Sports,T,PS,Japan Supply System,Midway Games,7.6,7.4,1999
2214,Shin Megami Tensei: Persona 4,Fighting,T,GBA,Bionic Games,Atari,3.8,9.8,2003
2215,EA Sports Active NFL Training Camp,Adventure,M,PSP,Beamdog,Rockstar Games,9.2,7.8,2009
2216,Professor Layton vs Ace Attorney,Action,E,GBA,07th Expansion,Disney Interactive Studios,8,8,2002
2217,theHunter: Call of the Wild,Shooter,T,GC,O-Games,Nintendo,6.6,8.5,2005
2218,Ready 2 Rumble Boxing: Round 2,Sports,E,Wii,Opera House,EA Sports,7,8,2010
2219,Kamaitachi no Yoru,Action,E,DS,Roll7,LucasArts,4.9,8,2006
2220,Imagine: Rock Star,Fighting,T,X360,Enjoy Gaming ltd.,Capcom,8.4,8,2011
2221,Yokai Watch 3: Sukiyaki,Misc,E,PS,RainDance LX,Sony Computer Entertainment,8,8,1999
2222,Tales of Destiny II,Shooter,T,PS2,Retro Affect,Activision,8.2,8,2006
2223,Super Bomberman 2,Sports,E,Wii,"BeeWorks Co., Ltd.",THQ,7.7,8,2009
2224,NASCAR 2001,Adventure,T,PS3,In2Games / Aqua Pacific,Ubisoft,8.3,8.2,2008
2225,The Legend of Zelda: Four Swords Adventures,Misc,E10,PS3,Inevitable Entertainment,Activision,8,8,2012
2226,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,Simulation,E,DS,OUAT Entertainment,Ubisoft,8,8,2008
2227,Valkyrie Profile,Sports,E,Wii,Immersion Software & Graphics,EA Sports,9,8,2009
2228,Shaun White Snowboarding,Sports,E,PC,Somi,Eidos Interactive,8,8,2000
2229,Final Fantasy Type-0,Fighting,T,SAT,ALICE IN DISSONANCE,Sega,9,7.4,1995
2230,Raft,Adventure,E,DS,Winged Cloud,Electronic Arts,8,9.8,2009
2231,Army Men: Sarge's Heroes,Fighting,T,PS2,Reef Entertainment,THQ,8,7.8,2009
2232,Empire: Total War,Sports,E,X360,Indimo Labs LLC,Konami,8,7.8,2008
2233,Football Manager 2015,Adventure,T,X360,Coyote Console,Eidos Interactive,7.5,3.4,2008
2234,Mega Man,Sports,E,PS,Deck13 Hamburg,EA Sports,8,6.5,1998
2235,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,Fighting,T,PS2,Locked Door Puzzle,Namco,8.5,8.7,2005
2236,Disney's The Little Mermaid: Ariel's Undersea Adventure,Fighting,T,PS3,ORiGO Games,Namco Bandai,7.8,9.6,2008
2237,Battle of Giants: Dinosaurs,Racing,E,PS,Crackshell,Namco,8,9.8,1996
2238,SingStar Vol. 2,Sports,E,PSP,exozet games,Sony Computer Entertainment,7,7.8,2005
2239,Professor Layton and the Azran Legacy,Racing,E,PS,ZOV GAME STUDIO,Electronic Arts,8,8,1999
2240,EarthBound,Shooter,M,PS3,Iron Galaxy,Electronic Arts,8.7,7.4,2007
2241,The Next Tetris,Simulation,E,DS,Rumic Soft,Electronic Arts,7.2,9.8,2008
2242,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,Sports,E,PS,Sony Computer Entertainment Japan,EA Sports,8,7.8,1998
2243,Poly Bridge,Fighting,M,PS2,Zed Two Limited,Midway Games,7.4,7.5,2006
2244,Final Fantasy XI: Wings of the Goddess,Racing,E,PS2,ZeroBit Games,EA Sports BIG,8,5.4,2002
2245,Golden Sun: Dark Dawn,Racing,T,PS3,"What Pumpkin Games, Inc.",Codemasters,9,3.4,2011
2246,BeamNG.drive,Misc,E,PS,BiArt,D3 Publisher,8,8.7,1998
2247,Star Wars Rogue Squadron III: Rebel Strike,Sports,E,PS4,Lamina Studios,Sony Interactive Entertainment,8,9.6,2018
2248,Moto Racer,Sports,E,PC,Creative Reality,Sega,8,9.8,2012
2249,Hitman: Contracts,Sports,E,PS2,5pb. Games,EA Sports BIG,8,7.8,2005
2250,The 7th Guest,Strategy,E,PS,LVGameDev LLC,Microprose,8,8,1999
2251,Deca Sports 2,Action,T,PS2,Focus Home Interactive,Universal Interactive,8,7.4,2003
2252,Final Fantasy Anthology,Adventure,E,Wii,Mastertronic,Nintendo,6.8,9.8,2008
2253,Star Wars The Clone Wars: Republic Heroes,Sports,E,N64,Koolhaus Games,Midway Games,8,7.8,1998
2254,Tom Clancy's Ghost Recon Advanced Warfighter,Sports,E,N64,Gameinvest,Acclaim Entertainment,8,8,1997
2255,Mario & Sonic at the Sochi 2014 Olympic Winter Games,Platform,E,3DS,Triple-Star Studio,Sega,6.3,8,2011
2256,Rhythm Heaven Megamix,Misc,E,NS,Synnergy Circle Games,Nintendo,7.7,8,2018
2257,Hasbro Family Game Night 3,Platform,E,Wii,Game Studio,Nintendo,7.3,7.4,2008
2258,The Amazing Spider-Man (2012),Shooter,M,X360,Peace,Sega,6,9.8,2010
2259,Super Robot Taisen Î±,Shooter,T,PS3,Spiral House,Sony Computer Entertainment,8.4,7.8,2007
2260,Tales of Destiny 2,Platform,E,GBA,Black Lime Studio,Activision,7,7.8,2004
2261,Capcom's Soccer Shootout,Racing,T,PS2,Visual Science,Conspiracy Entertainment,5.6,3.4,2002
2262,Deadlight,Action,M,X360,The Mustard Corporation,THQ,7.8,6.5,2010
2263,Alien,Misc,E,PS3,Kazakov Oleg,Warner Bros. Interactive Entertainment,8,8.7,2012
2264,Invizimals,Shooter,T,X360,Beautiful Glitch,Electronic Arts,7.1,9.6,2008
2265,Assassin's Creed The Ezio Collection,Adventure,T,PC,Rusty Lake,505 Games,8,9.8,2013
2266,All Star Cheer Squad,Sports,E10,Wii,Axyos Games,Sega,7,7.8,2008
2267,Dead Island: Riptide,Shooter,T,DS,"Seamless Entertainment, Inc.",Activision,7.3,8,2007
2268,Harvest Moon: A Wonderful Life,Racing,E,PS3,Psygnosis Camden Studio,Codemasters,8.3,7.4,2007
2269,Momotarou Dentetsu 7,Shooter,M,Wii,David OReilly,Capcom,7.2,9.8,2009
2270,Motocross Mania,Misc,E,PC,Microids,Telltale Games,8,7.8,2014
2271,Prototype 2,Platform,E,DS,Natsume Atari,2K Play,8,7.5,2007
2272,Football Manager 2014,Shooter,E,2600,Everlasting Fantasy,Imagic,8,5.4,1982
2273,Mega Man 5,Shooter,T,PSP,ASCII Media Works,Sony Computer Entertainment,8.2,3.4,2006
2274,Dragon Quest Monsters 2,Misc,E,PS3,KING Art Games,Disney Interactive Studios,8,8.7,2013
2275,Dance Dance Revolution SuperNOVA 2,Fighting,E,PS3,Gaijinworks,THQ,8,9.6,2012
2276,Armored Core 2,Shooter,E,2600,Smudged Cat Games,Atari,8,9.8,1981
2277,The Godfather II,Adventure,E,Wii,Serious Brew,Electronic Arts,7.5,7.8,2009
2278,Nidhogg,Action,E10,3DS,Independent Arts Software,Warner Bros. Interactive Entertainment,8,8,2013
2279,Major League Baseball Featuring Ken Griffey Jr,Platform,E,NES,Sorath,Hudson Soft,8,7.4,1988
2280,Northgard,Role-Playing,E,PS,Black Eye Games,Sony Computer Entertainment,8,9.8,1996
2281,NCAA Football 08,Puzzle,E,NS,2SD,Nintendo,8.1,7.8,2018
2282,Star Ocean: The Last Hope,Sports,E,SNES,Quaint Emerald,ASCII Entertainment,8,8,1996
2283,Final Fantasy XIV: A Realm Reborn,Racing,E,GBA,Cobra Mobile,Nintendo,8.7,8,2001
2284,Red Faction: Armageddon,Sports,E,GC,Infusion Games Ltd,Nintendo,7.2,8,2005
2285,MadWorld,Fighting,E,NES,Blackbird Interactive,Bandai,8,7.4,1986
2286,Destiny: The Collection,Sports,E,PS3,Cygames,Sega,8,9.8,2007
2287,Too Human,Sports,E,PS2,Digital Mayhem,Sega,8,7.8,2002
2288,Yars' Revenge,Action,M,PS4,Grizlikyt,Bethesda Softworks,8,7.8,2017
2289,Aliens: Colonial Marines,Racing,T,XB,Miwashiba,Electronic Arts,8,3.4,2001
2290,Personal Trainer: Walking,Sports,E,PS,Lavaboots Studios,Acclaim Entertainment,7.4,6.5,2000
2291,Secret Agent Barbie: Royal Jewels Mission,Strategy,E10,PC,Sports Director Limited,Square Enix,7.5,8.7,2010
2292,The World Ends With You,Racing,E,XB,Blender Games,Microsoft Game Studios,9.2,9.6,2005
2293,Doom,Action,E10,Wii,Kyy Games,Disney Interactive Studios,8,9.8,2011
2294,Buzz! The Hollywood Quiz,Music,T,PS3,Neognosis,Ubisoft,9.1,7.8,2013
2295,Tom Clancy's Splinter Cell: Double Agent,Simulation,E,DS,Aisystem Tokyo,Ubisoft,8,8,2007
2296,Star Wars The Clone Wars: Jedi Alliance,Racing,E,DS,Hopelite Research,Sega,8.3,7.4,2010
2297,Marvel vs. Capcom: Clash of Super Heroes,Action,E,PC,MinMax Games Ltd.,Unknown,8,9.8,2010
2298,Drawn to Life,Sports,E,PS2,"Indi Software Co., Ltd.",EA Sports,8,7.8,2003
2299,Battle Stations,Adventure,M,PS,Emotion,Eidos Interactive,8.9,7.5,1999
2300,Goldeneye 007: Reloaded,Fighting,T,X360,Cadenza Interactive,THQ,8.2,5.4,2009
2301,F1 2016,Action-Adventure,M,PS3,Clockwork Games,Square Enix,8.1,3.4,2012
2302,Rare Replay,Role-Playing,T,PS,Panic Button Games Inc.,Namco,6.2,8.7,1998
2303,NBA 2K7,Role-Playing,T,PC,LAN - GAMES EOOD,THQ,7.6,9.6,2006
2304,Torneko no Daibouken: Fushigi no Dungeon,Shooter,M,PS3,Madmind Studio,Sega,6.1,9.8,2010
2305,Jr. Pac-Man,Shooter,M,PS4,4HEAD Studios,Bethesda Softworks,8,7.8,2017
2306,Hitman,Racing,E,PS,Big Bang,Acclaim Entertainment,8,8,2000
2307,NBA ShootOut 98,Platform,E,PS,Player 1,Capcom,8,7.4,1997
2308,ABBA: You Can Dance,Fighting,T,GC,NA.P.S. Team SNC,D3 Publisher,7.4,9.8,2006
2309,Galaxian,Simulation,E10,PS2,Del,Konami,8,7.8,2006
2310,Worms: Open Warfare,Puzzle,E,N64,Benesse,Hudson Soft,6.1,8,1997
2311,Puzzler World,Racing,E,PS,Jaleco,Acclaim Entertainment,8,8,1998
2312,Lips,Simulation,E,PS,Mistic Studios,Tecmo,8,8,1997
2313,Andretti Racing,Misc,E10,Wii,Vision Scape,Ubisoft,8,8,2010
2314,Caesars Palace 2000: Millennium Gold Edition,Racing,E,PSP,Oxygen Interactive,Sony Computer Entertainment,9.1,8,2005
2315,UFC Personal Trainer: The Ultimate Fitness System,Action,E10,X360,Voxler,Disney Interactive Studios,7.2,8,2011
2316,Air Raid,Racing,T,XB,Muse Soft,Electronic Arts,8,8,2005
2317,Perfect Dark Zero,Shooter,M,PC,Loose Cannon Studios,Devolver Digital,8.3,7.4,2015
2318,Marvel Nemesis: Rise of the Imperfects,Role-Playing,M,XOne,Mistwalker Corporation / tri-Crescendo / Bird Studio,Blizzard Entertainment,8,9.8,2014
2319,Boxing,Racing,T,PSP,2K Play,Sony Computer Entertainment,7.7,7.8,2009
2320,Need for Speed: Porsche Unleashed,Shooter,T,X360,Hammerhead,Bethesda Softworks,6.8,7.8,2011
2321,Ghost Squad,Action-Adventure,E10,PS3,Scientifically Proven,Disney Interactive Studios,8,3.4,2014
2322,Star Wars Battlefront: Elite Squadron,Simulation,E,DS,Freedom Factory Studios,Activision,8,6.5,2010
2323,Ultimate Chicken Horse,Platform,T,X360,IR Gurus,Electronic Arts,6.9,8.7,2007
2324,Crystal Castles,Action,M,XOne,Quadriga Games,Capcom,7.9,9.6,2017
2325,Conker's Bad Fur Day,Adventure,E10,PS3,Image Epoch,LucasArts,7.7,9.8,2008
2326,Dragon Warrior I&II,Action,M,PS4,8MonkeyLabs,Sony Interactive Entertainment,8,7.8,2017
2327,Star Wars Episode II: Attack of the Clones,Racing,E,PS2,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",THQ,8,8,2005
2328,Twisted Metal: Head On,Shooter,T,PS3,Triangle Studios,Ubisoft,8,7.4,2007
2329,Tetris Party Deluxe,Adventure,E,DS,Conspiracy Entertainment,Disney Interactive Studios,8,9.8,2009
2330,Dragon Ball: Raging Blast,Sports,E,Wii,Little Orbit,EA Sports,8,7.8,2007
2331,Conflict: Desert Storm II - Back to Bagdhad,Action,E10,Wii,Odenis Studio,Warner Bros. Interactive,8,7.5,2008
2332,Maximo: Ghosts to Glory,Action,M,PC,Flip Flop Production,Ubisoft,8,5.4,2017
2333,Donkey Kong Country 3,Sports,E,PS2,MagicWand,EA Sports,8,3.4,2003
2334,All-Star Baseball 2003,Misc,E,DS,Beast Studios S.r.l.,Take-Two Interactive,8,8.7,2009
2335,Persona 4 Arena,Puzzle,E,NES,EM Studios Limited,Hudson Soft,8,9.6,1989
2336,Unlimited Saga,Platform,E,GB,Atomic Motion,Nintendo,8,9.8,1997
2337,Pokemon Dash,Action,E,SNES,Kalypso Media,Capcom,8,7.8,1993
2338,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,Role-Playing,E,3DS,Microvision,Nintendo,6.6,8,2017
2339,My Baby Girl,Action,T,PC,Slippery Snake Studios,Eidos Interactive,8.7,7.4,1996
2340,Cabela's Deer Hunt: 2004 Season,Music,E10,X360,Artificial Mind & Movement,Ubisoft,7.6,9.8,2013
2341,Formula 1,Platform,E10,PS3,Black Ship Games,Sega,5.3,7.8,2008
2342,Age of Wonders 3,Role-Playing,T,XB,Dreamcatcher,Bethesda Softworks,8.3,8,2003
2343,VVVVVV,Fighting,T,Wii,Volition,Atari,7.5,8.6,2007
2344,Pro Evolution Soccer 2015,Shooter,M,PC,"GULTI co.,ltd.",Devolver Digital,6.9,8,2009
2345,Banjo-Kazooie: Nuts & Bolts,Sports,E,Wii,Pegasus Japan,Electronic Arts,7.4,8,2007
2346,Mercenaries: Playground of Destruction,Adventure,E10,X360,ImageBuilder Software,LucasArts,8,8,2009
2347,MTV Celebrity Deathmatch,Role-Playing,E,DS,"responDESIGN, Inc.",Nintendo,8,7.4,2012
2348,Street Fighter Alpha: Warriors' Dreams,Shooter,E,PS3,Isopod Labs,Electronic Arts,8,9.8,2013
2349,Legend of Grimrock,Action,E10,PS3,Hired Gun,Warner Bros. Interactive Entertainment,8,7.8,2015
2350,ISS Pro Evolution,Platform,E,GC,Silent Software Inc.,Activision,6.9,7.8,2004
2351,Just Dance 2019,Simulation,E,DS,Perpetual FX Creative,Ubisoft,8,3.4,2007
2352,Taiko no Tatsujin: Tatakon de Dodon ga Don,Shooter,M,X360,"Kogado Studio, Inc.",Electronic Arts,8.5,6.5,2011
2353,Mega Man Battle Network 6: Cybeast Falzar / Gregar,Action,T,PS,Infinite Machine,Electronic Arts,8,8.7,1997
2354,Just Dance 2018,Action,M,X360,Gulti,Ubisoft,8,9.6,2014
2355,Syphon Filter: The Omega Strain,Sports,E,XB,Aqua Pacific,EA Sports,8.4,9.8,2006
2356,PokePark 2: Wonders Beyond,Platform,E,Wii,Big Blue Bubble,THQ,8,7.8,2008
2357,SoulCalibur V,Misc,T,Wii,ProSoft,MTV Games,9,8,2008
2358,That's So Raven,Adventure,E,PS2,Navarre Corp,Electronic Arts,8,7.4,2004
2359,Marvel vs. Capcom 2,Fighting,T,Wii,Hearty Robin,Tomy Corporation,8,9.8,2007
2360,Harry Potter and the Half-Blood Prince,MMO,M,PC,E-game,Bethesda Softworks,8,7.8,2014
2361,Legends of Wrestling,Puzzle,E,PS,Keys Factory,Hasbro Interactive,8,7.5,1999
2362,True Crime: New York City,Sports,E10,X360,Aki Corp,2K Sports,8,5.4,2015
2363,Kane & Lynch: Dead Men,Sports,E,PS4,Culture Publishers,Sony Computer Entertainment,8,3.4,2015
2364,Quantum Break,Platform,T,Wii,FuRyu,Electronic Arts,8,8.7,2007
2365,Final Fantasy Legend III,Sports,E,PS4,Morgen Studios,Ubisoft,8,9.6,2016
2366,They Are Billions,Platform,E10,PC,Neon,Number None,8.8,9.8,2009
2367,Ratchet & Clank Collection,Action-Adventure,M,XOne,Code Monkeys,Square Enix,7,7.8,2015
2368,Genji: Days of the Blade,Racing,E,PS3,Blue Omega Entertainment,Codemasters,7.9,8,2012
2369,Defy Gravity Extended,Simulation,E,PS3,Hack Berry,Sony Computer Entertainment,6.9,7.4,2010
2370,Mega Man X5,Adventure,E,PC,Dovetail Games,Unknown,8,9.8,2010
2371,Drawn to Life: The Next Chapter,Sports,E,X360,Sandlot Games,EA Sports,8,7.8,2015
2372,Pro Evolution Soccer 2018,Action,E10,PS4,GameMill Publishing,Warner Bros. Interactive Entertainment,8,8,2016
2373,Fire Emblem Echoes: Shadows of Valentia,Sports,E,PC,Sega-AM7,Eidos Interactive,8,8,2003
2374,We Sing,Role-Playing,M,XOne,Asmik Ace Entertainment,Namco Bandai Games,8,8,2016
2375,Universe Sandbox,Role-Playing,E,3DS,YSK,Nintendo,7.4,7.4,2016
2376,Deer Drive,Fighting,T,PS3,Metro3D,Namco Bandai,7.3,9.8,2010
2377,Pro Evolution Soccer 2017,Sports,E,SNES,Zushi Games Ltd,Acclaim Entertainment,8,7.8,1995
2378,Shark Tale,Misc,E,DS,Digital Kids,Nintendo,8,7.8,2008
2379,San Francisco Rush: Extreme Racing,Adventure,T,X360,Media Kite,Ubisoft,8.2,3.4,2008
2380,Zone of the Enders,Action,E10,X360,Housemarque,Warner Bros. Interactive Entertainment,8,6.5,2015
2381,Raving Rabbids: Travel in Time,Action,E10,X360,Foreign Media Games,Warner Bros. Interactive,8,8.7,2011
2382,Borderlands: The Pre-Sequel,Sports,E,X360,ZigZag Island,2K Sports,8.4,9.6,2009
2383,Rock Band 4,Shooter,M,PS4,Yoostar Entertainment Group,2K Games,8,9.8,2015
2384,Street Fighter EX Plus Alpha,Action,M,PC,XPEC Entertainment,Capcom,8.9,7.8,2009
2385,Coded Arms,Action-Adventure,M,XOne,Digital Dreams,Ubisoft,7.8,8,2016
2386,Style Savvy: Trendsetters,Racing,E,PS2,G1M2,Gotham Games,8,7.4,2003
2387,Capcom vs. SNK 2: Mark of the Millennium 2001,Role-Playing,T,PS,Krisalis Software,Capcom,7.6,9.8,1998
2388,MVP 06 NCAA Baseball,Shooter,E10,Wii,TimeGate Studios/Day 1 Studios,Electronic Arts,7.5,7.8,2009
